movieId,imdbId,title,genres,genresV
3019,tt0097240,Drugstore Cowboy (1989),Crime|Drama,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
3020,tt0106856,Falling Down (1993),Action|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
3021,tt0082427,"Funhouse, The (1981)",Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3022,tt0017925,"General, The (1926)",Comedy|War,0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0
3024,tt0078087,Piranha (1978),Horror|Sci-Fi,0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3026,tt0093990,Slaughterhouse (1987),Comedy|Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3028,tt0061407,"Taming of the Shrew, The (1967)",Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3029,tt0082817,Nighthawks (1981),Action|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
3030,tt0055630,Yojimbo (1961),Action|Adventure,0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0
3031,tt0100475,Repossessed (1990),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3032,tt0067525,"Omega Man, The (1971)",Action|Drama|Sci-Fi|Thriller,0|0|0|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|1|0
3033,tt0094012,Spaceballs (1987),Comedy|Sci-Fi,0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3034,tt0070608,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical,0|0|0|0|0|0|0|0|0|1|1|0|1|0|0|1|0|1|0|0
3035,tt0048380,Mister Roberts (1955),Comedy|Drama|War,0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|1|0|0|0|0
3036,tt0082484,"Quest for Fire (Guerre du feu, La) (1981)",Adventure|Drama,0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0
3037,tt0065988,Little Big Man (1970),Western,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
3038,tt0050371,"Face in the Crowd, A (1957)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3039,tt0086465,Trading Places (1983),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3040,tt0079540,Meatballs (1979),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3041,tt0087700,Meatballs Part II (1984),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3042,tt0093516,Meatballs III (1987),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3043,tt0104837,Meatballs 4 (1992),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3044,tt0101669,Dead Again (1991),Mystery|Romance|Thriller,1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
3045,tt0105130,Peter's Friends (1992),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
3046,tt0113416,"Incredibly True Adventure of Two Girls in Love, The (1995)",Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3047,tt0083911,Experience Preferred... But Not Essential (1982),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3048,tt0083254,Under the Rainbow (1981),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3049,tt0061789,How I Won the War (1967),Comedy|War,0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0
3051,tt0149691,Anywhere But Here (1999),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
3052,tt0120655,Dogma (1999),Adventure|Comedy|Fantasy,0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|1|0|0|0|0
3053,tt0151137,"Messenger: The Story of Joan of Arc, The (1999)",Drama|War,0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
3054,tt0190641,Pokémon: The First Movie (1998),Adventure|Animation|Children|Fantasy|Sci-Fi,0|0|0|1|0|0|0|0|1|0|1|0|1|0|0|0|0|1|0|0
3055,tt0165773,Felicia's Journey (1999),Thriller,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
3056,tt0160620,Oxygen (1999),Crime|Drama|Thriller,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0
3058,tt0032215,"Ape, The (1940)",Horror|Sci-Fi,0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3060,tt0101605,"Commitments, The (1991)",Comedy|Drama|Musical,0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|1|0|0|0|0
3061,tt0034862,Holiday Inn (1942),Comedy|Musical,0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0
3062,tt0056197,"Longest Day, The (1962)",Action|Drama|War,0|0|0|0|0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0
3063,tt0105156,Poison Ivy (1992),Drama|Thriller,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
3064,tt0119908,Poison Ivy: New Seduction (1997),Drama|Thriller,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
3066,tt0066473,Tora! Tora! Tora! (1970),Action|Drama|War,0|0|0|0|0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0
3067,tt0095675,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
3068,tt0084855,"Verdict, The (1982)",Drama|Mystery,1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3069,tt0068528,"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3070,tt0086856,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi,0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0
3071,tt0094027,Stand and Deliver (1988),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
3072,tt0093565,Moonstruck (1987),Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3074,tt0068762,Jeremiah Johnson (1972),Western,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
3075,tt0059646,Repulsion (1965),Drama|Horror,0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3076,tt0057187,Irma la Douce (1963),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3077,tt0164312,42 Up (1998),Documentary,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
3078,tt0165859,Liberty Heights (1999),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3079,tt0178737,Mansfield Park (1999),Comedy|Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
3081,tt0162661,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance,1|1|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
3082,tt0143145,"World Is Not Enough, The (1999)",Action|Adventure|Thriller,0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|1|0
3083,tt0185125,All About My Mother (Todo sobre mi madre) (1999),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3086,tt0024852,Babes in Toyland (1934),Children|Comedy|Fantasy|Musical,0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|1|0|1|0|0
3087,tt0096061,Scrooged (1988),Comedy|Fantasy|Romance,0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0
3088,tt0042546,Harvey (1950),Comedy|Fantasy,0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0
3089,tt0040522,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3090,tt0093509,Matewan (1987),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3091,tt0080979,Kagemusha (1980),Drama|War,0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
3092,tt0055850,"47 Samurai (Chûshingura) (Loyal 47 Ronin, The) (1962)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3093,tt0067411,McCabe & Mrs. Miller (1971),Drama|Western,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1
3094,tt0093512,Maurice (1987),Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3095,tt0032551,"Grapes of Wrath, The (1940)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3096,tt0050738,My Man Godfrey (1957),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3097,tt0033045,"Shop Around the Corner, The (1940)",Comedy|Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
3098,tt0087781,"Natural, The (1984)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3099,tt0073692,Shampoo (1975),Comedy|Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
3100,tt0105265,"River Runs Through It, A (1992)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3101,tt0093010,Fatal Attraction (1987),Drama|Thriller,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
3102,tt0089360,Jagged Edge (1985),Crime|Romance|Thriller,0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0
3103,tt0100680,Stanley & Iris (1990),Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3104,tt0095631,Midnight Run (1988),Action|Comedy|Crime|Thriller,0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|1|0|0|1|0
3105,tt0099077,Awakenings (1990),Drama|Mystery,1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3106,tt0099291,Come See the Paradise (1990),Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3107,tt0101393,Backdraft (1991),Action|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
3108,tt0101889,"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance,0|1|0|0|0|0|0|1|1|0|0|0|0|0|0|1|0|0|0|0
3109,tt0088007,"River, The (1984)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3110,tt0087091,Country (1984),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3111,tt0087921,Places in the Heart (1984),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3112,tt0090556,'night Mother (1986),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3113,tt0146675,End of Days (1999),Action|Fantasy|Horror|Mystery|Thriller,1|0|0|0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0
3114,tt0120363,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,0|0|0|0|0|0|0|0|1|0|1|0|1|0|0|1|0|1|0|0
3115,tt0155711,Flawless (1999),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3117,tt0134154,Ride with the Devil (1999),Drama|Romance|War,0|1|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
3120,tt0104114,"Distinguished Gentleman, The (1992)",Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3121,tt0045877,"Hitch-Hiker, The (1953)",Drama|Film-Noir,0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3122,tt0033021,Santa Fe Trail (1940),Drama|Romance|Western,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1
3125,tt0172396,"End of the Affair, The (1999)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3126,tt0048034,"End of the Affair, The (1955)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3127,tt0144715,Holy Smoke (1999),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
3128,tt0160513,"Map of the World, A (1999)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3129,tt0158371,Sweet and Lowdown (1999),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
3130,tt0099165,Bonfire of the Vanities (1990),Comedy|Crime|Drama,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|0|0|0
3134,tt0028950,Grand Illusion (La grande illusion) (1937),Drama|War,0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
3135,tt0079239,"Great Santini, The (1979)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3137,tt0081470,"Sea Wolves, The (1980)",Action|War,0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0
3139,tt0024645,Tarzan the Fearless (1933),Action|Adventure,0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0
3140,tt0014538,Three Ages (1923),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3141,tt0100828,"Two Jakes, The (1990)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3142,tt0096328,U2: Rattle and Hum (1988),Documentary|Musical,0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0
3143,tt0063056,Hell in the Pacific (1968),Drama|War,0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
3144,tt0060463,"Glass Bottom Boat, The (1966)",Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3145,tt0150216,Cradle Will Rock (1999),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3146,tt0205000,Deuce Bigalow: Male Gigolo (1999),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3147,tt0120689,"Green Mile, The (1999)",Crime|Drama,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
3148,tt0124315,"Cider House Rules, The (1999)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3149,tt0167423,Diamonds (1999),Mystery,1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3150,tt0141974,"War Zone, The (1999)",Drama|Thriller,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
3152,tt0067328,"Last Picture Show, The (1971)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3153,tt0051337,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy,0|0|0|0|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|0
3155,tt0166485,Anna and the King (1999),Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3156,tt0182789,Bicentennial Man (1999),Drama|Romance|Sci-Fi,0|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3157,tt0164912,Stuart Little (1999),Children|Comedy|Fantasy,0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|1|0|0
3158,tt0162866,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3159,tt0120910,Fantasia 2000 (1999),Animation|Children|Musical|IMAX,0|0|1|0|0|0|0|0|0|1|1|0|0|0|0|0|0|1|0|0
3160,tt0175880,Magnolia (1999),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3162,tt0174204,Simpatico (1999),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
3163,tt0151568,Topsy-Turvy (1999),Comedy|Drama|Musical,0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|1|0|0|0|0
3165,tt0106455,Boiling Point (1993),Action|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
3166,tt0096978,Brenda Starr (1989),Adventure,0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
3167,tt0066892,Carnal Knowledge (1971),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
3168,tt0064276,Easy Rider (1969),Adventure|Drama,0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0
3169,tt0087231,The Falcon and the Snowman (1985),Crime|Drama|Thriller,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0
3171,tt0053226,Room at the Top (1959),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3173,tt0146838,Any Given Sunday (1999),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3174,tt0125664,Man on the Moon (1999),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
3175,tt0177789,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0
3176,tt0134119,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
3177,tt0195945,Next Friday (2000),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3178,tt0174856,"Hurricane, The (1999)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3179,tt0145653,Angela's Ashes (1999),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3181,tt0120866,Titus (1999),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3182,tt0192335,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",Documentary,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
3183,tt0174268,"Third Miracle, The (1999)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3185,tt0120834,Snow Falling on Cedars (1999),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3186,tt0172493,"Girl, Interrupted (1999)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3188,tt0208261,"Life and Times of Hank Greenberg, The (1998)",Documentary,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
3189,tt0156812,My Dog Skip (1999),Children|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0
3190,tt0134983,Supernova (2000),Adventure|Sci-Fi|Thriller,0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0
3194,tt0070903,"Way We Were, The (1973)",Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3196,tt0046359,Stalag 17 (1953),Drama|War,0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
3197,tt0095897,"Presidio, The (1988)",Action|Crime|Romance|Thriller,0|1|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|1|0
3198,tt0070511,Papillon (1973),Crime|Drama,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
3199,tt0050815,Pal Joey (1957),Comedy|Drama|Musical|Romance,0|1|0|0|0|0|0|1|0|1|0|0|0|0|0|1|0|0|0|0
3200,tt0070290,"Last Detail, The (1973)",Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
3201,tt0065724,Five Easy Pieces (1970),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3202,tt0065436,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971),Drama|Horror,0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3203,tt0097162,Dead Calm (1989),Thriller,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
3204,tt0077269,"Boys from Brazil, The (1978)",Action|Mystery|Thriller,1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0
3206,tt0086859,Against All Odds (1984),Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3207,tt0045162,"Snows of Kilimanjaro, The (1952)",Adventure,0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
3208,tt0107659,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),Action|Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0
3210,tt0083929,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
3211,tt0094924,"Cry in the Dark, A (1988)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3213,tt0106364,Batman: Mask of the Phantasm (1993),Animation|Children,0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0
3214,tt0088707,American Flyers (1985),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3217,tt0029606,"Star Is Born, A (1937)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3219,tt0100318,Pacific Heights (1990),Mystery|Thriller,1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
3221,tt0083851,"Draughtsman's Contract, The (1982)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3222,tt0087034,Carmen (1984),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3224,tt0058625,Woman in the Dunes (Suna no onna) (1964),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3225,tt0186975,Down to You (2000),Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3229,tt0044364,Another Man's Poison (1952),Crime|Drama,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
3230,tt0071935,"Odessa File, The (1974)",Thriller,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
3232,tt0016332,Seven Chances (1925),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3235,tt0081748,Where the Buffalo Roam (1980),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3238,tt0120662,Eye of the Beholder (1999),Thriller,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
3240,tt0156639,"Big Tease, The (1999)",Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3243,tt0104187,Encino Man (1992),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3244,tt0076095,"Goodbye Girl, The (1977)",Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3245,tt0058604,I Am Cuba (Soy Cuba/Ya Kuba) (1964),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3246,tt0104797,Malcolm X (1992),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3247,tt0105417,Sister Act (1992),Comedy|Crime,0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0
3248,tt0108147,Sister Act 2: Back in the Habit (1993),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3249,tt0104389,"Hand That Rocks the Cradle, The (1992)",Drama|Thriller,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
3250,tt0106246,Alive (1993),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3251,tt0088683,Agnes of God (1985),Drama|Mystery,1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3252,tt0105323,Scent of a Woman (1992),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3253,tt0105793,Wayne's World (1992),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3254,tt0108525,Wayne's World 2 (1993),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3255,tt0104694,"League of Their Own, A (1992)",Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
3256,tt0105112,Patriot Games (1992),Action|Crime|Drama|Thriller,0|0|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0|1|0
3257,tt0103855,"Bodyguard, The (1992)",Drama|Romance|Thriller,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
3258,tt0104070,Death Becomes Her (1992),Comedy|Fantasy,0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0
3259,tt0104231,Far and Away (1992),Adventure|Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0
3260,tt0104454,Howards End (1992),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3261,tt0105415,Singles (1992),Comedy|Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
3262,tt0105665,Twin Peaks: Fire Walk with Me (1992),Crime|Drama|Mystery|Thriller,1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0
3263,tt0105812,White Men Can't Jump (1992),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
3264,tt0103893,Buffy the Vampire Slayer (1992),Action|Comedy|Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0
3265,tt0104684,Hard-Boiled (Lat sau san taam) (1992),Action|Crime|Drama|Thriller,0|0|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0|1|0
3266,tt0103905,Man Bites Dog (C'est arrivé près de chez vous) (1992),Comedy|Crime|Drama|Thriller,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|0|1|0
3267,tt0104815,"Mariachi, El (1992)",Action|Crime|Thriller|Western,0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|1|1
