movie_id,size,mean
2305,0.0030864198,3.5
2306,0.0092592593,3.75
2307,0,4
2310,0.0185185185,3
2311,0.0648148148,4
2312,0.0277777778,3.65
2313,0.0925925926,4.0322580645
2314,0.0154320988,3.3333333333
2315,0.0185185185,1.9285714286
2316,0.0339506173,2.5
2318,0.0555555556,3.8684210526
2320,0.0154320988,3.0833333333
2321,0.1820987654,3.55
2322,0.0401234568,2.6785714286
2323,0,4
2324,0.2222222222,4.2534246575
2325,0.0154320988,3.4166666667
2326,0,1
2327,0.0061728395,3
2328,0.0401234568,2.6071428571
2329,0.3148148148,4.140776699
2330,0.0030864198,3.75
2331,0.0154320988,3.5
2333,0.0617283951,3.9047619048
2334,0.0771604938,3.0192307692
2335,0.0771604938,2.8653846154
2336,0.1234567901,3.9146341463
2337,0.0216049383,3.6875
2338,0.0524691358,2.1111111111
2339,0.0061728395,2
2340,0.0586419753,2.95
2342,0,5
2344,0.024691358,3.5
2345,0.0030864198,3
2346,0.0216049383,2.8125
2347,0.0030864198,3.5
2348,0.0277777778,3.4
2349,0.0185185185,3.9285714286
2350,0,3
2351,0.0185185185,4.2857142857
2352,0.1111111111,3.7297297297
2353,0.2067901235,3.6470588235
2354,0.0061728395,2.1666666667
2355,0.3117283951,3.6078431373
2356,0.0185185185,2.9285714286
2357,0.0432098765,4.3
2358,0,3
2359,0.0740740741,3.68
2360,0.0216049383,4.3125
2361,0.0092592593,3.125
2362,0,1.5
2363,0.0339506173,2.7916666667
2364,0.0030864198,3.25
2365,0,3
2366,0.0925925926,3.5322580645
2367,0.0308641975,2.6818181818
2368,0.0030864198,2.25
2369,0.0679012346,2.8043478261
2370,0.0092592593,3.5
2371,0.1203703704,3.475
2372,0.049382716,3.0294117647
2373,0.0216049383,2.4375
2374,0.0185185185,2.6428571429
2375,0.0462962963,2.71875
2376,0.0586419753,3.075
2377,0.0216049383,2.8125
2378,0.0709876543,2.9166666667
2379,0.0432098765,2.7333333333
2380,0.0524691358,1.9166666667
2381,0.0462962963,2.125
2382,0.0462962963,1.90625
2383,0.049382716,1.5588235294
2384,0.0586419753,2.925
2385,0.0061728395,2
2386,0,1
2387,0.037037037,2.9615384615
2389,0.037037037,2.6923076923
2390,0.0401234568,3.6785714286
2391,0.1141975309,3.5921052632
2392,0.0185185185,2.4285714286
2393,0.1111111111,2.9189189189
2394,0.0987654321,3.3787878788
2395,0.200617284,3.8106060606
2396,0.3240740741,3.9056603774
2398,0.0524691358,3.7777777778
2399,0.012345679,2.7
2400,0.0030864198,3
2401,0.037037037,4.1923076923
2402,0.0956790123,3.0625
2403,0.0771604938,3.7115384615
2404,0.0679012346,2.8260869565
2405,0.0987654321,3.2878787879
2406,0.2407407407,3.3544303798
2407,0.1882716049,3.3225806452
2408,0.0339506173,2.7916666667
2409,0.0771604938,2.9807692308
2410,0.0771604938,2.8076923077
2411,0.0802469136,2.9074074074
2412,0.0432098765,2.2333333333
2413,0.0925925926,3.3709677419
2414,0.037037037,3.5384615385
2415,0,3
2416,0.0524691358,3.4166666667
2417,0.0092592593,2.625
2418,0.0030864198,3.25
2419,0,3
2420,0.1296296296,3.1860465116
2421,0.0802469136,2.5185185185
2422,0.0462962963,2.46875
2423,0.1049382716,3.6428571429
2424,0.1635802469,3.3425925926
2425,0.0092592593,3.625
2426,0.0030864198,3
2427,0.1172839506,3.4615384615
2428,0.0987654321,2.9393939394
2429,0.0092592593,3
2430,0.0092592593,2.75
2431,0.0771604938,3.3461538462
2432,0.012345679,3.8
2433,0.0586419753,3.25
2434,0,3
2435,0.0092592593,3.375
2436,0.037037037,3.3076923077
2437,0.0092592593,3.75
2439,0.0277777778,4.05
2440,0,3
2441,0.0030864198,3
2442,0.0154320988,3.8333333333
2443,0.012345679,3.1
2444,0.0061728395,2.6666666667
2445,0,3
2446,0.0092592593,3.25
2447,0.037037037,3.3461538462
2448,0.0092592593,1.875
2449,0,0.5
2450,0.0432098765,2.0333333333
2451,0.0061728395,2.1666666667
2453,0.024691358,3.3333333333
2454,0.049382716,3.4705882353
2455,0.1481481481,3.5102040816
2456,0.0339506173,2.4583333333
2457,0.0185185185,3.2857142857
2458,0.012345679,3
2459,0.0216049383,2.625
2460,0.0092592593,2.125
2461,0,0.5
2462,0.0030864198,2
2463,0.0648148148,3.2727272727
2465,0.0061728395,2.6666666667
2467,0.0833333333,3.6964285714
2468,0.0524691358,2.75
2469,0.0401234568,3.3571428571
2470,0.2037037037,3
2471,0.0709876543,2.1666666667
2472,0.0061728395,3.6666666667
2473,0.012345679,2.5
2474,0.0462962963,3.78125
2475,0.0277777778,3.5
2476,0.0339506173,3.3333333333
2477,0.0030864198,4
2478,0.1203703704,3.0125
2479,0.0061728395,2
2481,0.0061728395,3.6666666667
2482,0.0061728395,3.3333333333
2483,0,1
2485,0.1018518519,3.1617647059
2488,0.012345679,3.9
2489,0.0030864198,3
2490,0.1543209877,3.3039215686
2491,0.0092592593,2.125
2492,0.0185185185,3.3571428571
2495,0.012345679,4.4
2496,0.0555555556,3.1315789474
2497,0.024691358,3.2222222222
2498,0.0061728395,1.5
2499,0,4
2500,0.0061728395,3
2501,0.1111111111,3.945945946
2502,0.2808641975,3.9239130435
2504,0.0216049383,3
2505,0.0648148148,2.8181818182
2506,0.0185185185,3.0714285714
2507,0,3
2511,0.012345679,3.7
2513,0.037037037,3.0384615385
2514,0.0185185185,2.0714285714
2515,0.0061728395,2
2516,0.0092592593,1.5
2517,0.0185185185,3.1428571429
2518,0.0308641975,3.3636363636
2519,0.0092592593,3.375
2520,0.0216049383,2.1875
2521,0.0061728395,2
2522,0.0030864198,1
2524,0.037037037,2.5
2525,0.012345679,1.2
2527,0.0462962963,3.53125
2528,0.0771604938,3.6538461539
2529,0.1759259259,3.5172413793
2530,0.0277777778,3.15
2531,0.0185185185,2.7142857143
2532,0.024691358,2.7777777778
2533,0.0401234568,3.25
2534,0.0061728395,2.6666666667
2535,0.0030864198,2
2536,0.0030864198,1
2537,0,1
2539,0.1203703704,3.425
2540,0.0308641975,2.5
2541,0.1172839506,3.2051282051
2542,0.225308642,3.9864864865
2544,0.0030864198,2.5
2545,0,3
2546,0.012345679,3.2
2548,0.0061728395,2.3333333333
2549,0.012345679,2.3
2550,0.037037037,3.0769230769
2551,0.0401234568,3.0357142857
2552,0.0030864198,1
2553,0.024691358,2.9444444444
2554,0.012345679,3
2555,0.0216049383,1.5
2558,0.0308641975,2.8181818182
2559,0.0061728395,1.8333333333
2560,0.0185185185,3.6428571429
2561,0.012345679,2.6
2562,0.0030864198,4
2563,0.0092592593,2.75
2565,0.0555555556,3.6315789474
2567,0.0432098765,2.9333333333
2568,0.0154320988,1.6666666667
2569,0.0030864198,4.5
2570,0.0154320988,3.5833333333
2571,0.8024691358,4.2643678161
2572,0.1790123457,3.4915254237
2573,0.0030864198,3
2574,0.0092592593,3
2575,0.012345679,4
2577,0.0061728395,2.6666666667
2579,0.0308641975,4.0454545455
2580,0.1018518519,3.8676470588
2581,0.0802469136,2.962962963
2582,0.0061728395,3
2583,0.0308641975,3.9090909091
2585,0.0061728395,3.3333333333
2586,0.0092592593,2.375
2587,0.0061728395,3
2589,0.0061728395,2.3333333333
2590,0.0061728395,3.5
2593,0,4
2594,0.0216049383,3.5
2596,0.0277777778,3.75
2597,0.012345679,2.6
2598,0.0432098765,2.9
2599,0.1913580247,3.873015873
2600,0.0833333333,3.6607142857
2605,0.1481481481,3.0102040816
2606,0.0185185185,2.5714285714
2607,0.0030864198,4.5
2609,0.0061728395,4.6666666667
2610,0.0092592593,3.75
2611,0.0185185185,4
2612,0.012345679,4
2613,0.0216049383,2.8125
2614,0,1
2615,0.0061728395,3
2616,0.1111111111,2.4324324324
2617,0.274691358,3.1888888889
2618,0.0185185185,3.6428571429
2620,0,5
2621,0.012345679,3.9
2622,0.049382716,3.2058823529
2624,0.0154320988,3.8333333333
2625,0.012345679,2.5
2626,0,2
2628,0.4166666667,3.1029411765
2629,0.012345679,2.2
2633,0.0277777778,3.4
2634,0.0030864198,2.5
2635,0.0061728395,3.1666666667
2636,0,3
2637,0,5
2638,0,2.5
2639,0.012345679,3.5
2640,0.2098765432,3.1956521739
2641,0.1234567901,3.0365853659
2642,0.0740740741,2.34
2643,0.0524691358,2.25
2644,0.0308641975,4
2647,0,2
2648,0.0586419753,3.825
2649,0.0061728395,2
2650,0,1
2651,0.012345679,3.4
2652,0,1
2654,0.012345679,3.6
2655,0.0030864198,1.5
2656,0,3
2657,0.1419753086,3.2978723404
2659,0,4.5
2660,0.0154320988,4.0833333333
2661,0.0092592593,3
2662,0.0555555556,3.2631578947
2663,0,3
2664,0.0709876543,3.8125
2665,0.0061728395,3.5
2666,0,2.5
2667,0.0061728395,3.3333333333
2668,0.0216049383,2.5
2669,0.0030864198,3.75
2670,0.0092592593,3.25
2671,0.1759259259,3.5862068966
2672,0.0679012346,3.1086956522
2673,0,1
2674,0,2
2676,0.0277777778,3.1
2677,0.0308641975,4.1818181818
2678,0,3
2681,0.0030864198,3.25
2682,0.0030864198,4.5
2683,0.3580246914,3.1068376068
2686,0.0802469136,3.9259259259
2687,0.1018518519,3.5882352941
2688,0.0771604938,2.8653846154
2689,0,3
2690,0.0339506173,3.5416666667
2691,0.0030864198,3.25
2692,0.2314814815,4.0197368421
2693,0.0154320988,3.8333333333
2694,0.1327160494,2.9659090909
2695,0,4
2696,0.024691358,4.0555555556
2697,0.0030864198,4
2698,0,3
2699,0.2067901235,2.9191176471
2700,0.2345679012,3.538961039
2701,0.2037037037,2.1641791045
2702,0.0401234568,2.8214285714
2703,0,3
2706,0.3271604938,3.2663551402
2707,0.1111111111,3.3918918919
2708,0.0092592593,3.875
2709,0.0185185185,3
2710,0.2839506173,2.6505376344
2711,0,4
2712,0.212962963,3.1714285714
2713,0.0555555556,2.3684210526
2715,0,2
2716,0.4259259259,3.8741007194
2717,0.1203703704,2.9625
2718,0.037037037,2.5769230769
2719,0.0617283951,2.2857142857
2720,0.0586419753,2.075
2721,0,3
2722,0.1141975309,2.6973684211
2723,0.1141975309,2.8947368421
2724,0.1018518519,3.2205882353
2725,0.0030864198,4.5
2726,0.0185185185,4.0714285714
2727,0.0030864198,2.75
2728,0.0833333333,4.1428571429
2729,0.0308641975,3.7272727273
2730,0.037037037,3.8076923077
2731,0.0339506173,3.5833333333
2732,0.0308641975,4.1363636364
2733,0.0030864198,3
2734,0.037037037,2.8076923077
2735,0.0648148148,3
2736,0.0154320988,3.75
2737,0,3
2738,0.0092592593,3.125
2739,0.0864197531,3.8448275862
2741,0.0092592593,2.75
2745,0.024691358,4
2746,0.1265432099,3.6547619048
2747,0.0462962963,3.5
2748,0.0092592593,3.125
2749,0.0154320988,3.1666666667
2750,0.0339506173,3.5416666667
2752,0.0185185185,2.7142857143
2753,0.0092592593,3.5
2757,0.0030864198,4
2758,0,3
2759,0.0462962963,3.46875
2760,0,2
2761,0.1543209877,4
2762,0.5864197531,4.1308900524
2763,0.1882716049,3.5241935484
2764,0.0401234568,3.6785714286
2765,0,3
2766,0.0030864198,3
2767,0,4
2769,0.0092592593,3.625
2770,0.1327160494,3.0227272727
2771,0.012345679,2.6
2772,0.0216049383,3.3125
2774,0,1
2775,0.0061728395,2.8333333333
2777,0.0030864198,3.5
2778,0,2
2779,0.0339506173,3.4166666667
2780,0.0030864198,2.25
2781,0.0030864198,3
2782,0.0154320988,3.3333333333
2786,0,3
2787,0.0092592593,3.25
2788,0.1018518519,4.0441176471
2789,0.012345679,3
2790,0.0092592593,3.125
2791,0.262345679,3.8372093023
2792,0.0740740741,2.98
2793,0.0308641975,2.4090909091
2794,0.0432098765,3.2
2795,0.1049382716,3.8
2796,0.0185185185,2.0714285714
2797,0.2839506173,3.5967741936
2798,0.0216049383,2.5
2799,0.0154320988,1.5833333333
2800,0,3
2801,0.0092592593,3.25
2802,0.024691358,2.8888888889
2803,0.0586419753,3.25
2804,0.1851851852,4.1229508197
2805,0.0648148148,2.4545454546
2806,0.024691358,2.1111111111
2807,0.012345679,2
2808,0.0709876543,2.9166666667
2809,0.0030864198,2
2810,0.012345679,4.2
2812,0,3
2815,0.037037037,3
2816,0.0154320988,2.5833333333
2817,0.0092592593,1.25
2818,0.012345679,2
2819,0.0555555556,3.9473684211
2822,0.0277777778,2.75
2826,0.1234567901,3.3170731707
2827,0.049382716,2.6176470588
2828,0.0216049383,1.875
2829,0.012345679,2
2830,0,2
2832,0,4
2833,0.0061728395,3.6666666667
2834,0.0030864198,2.5
2835,0,1
2836,0.0092592593,2.75
2837,0.0030864198,2.75
2840,0.0586419753,3.025
2841,0.0679012346,3.6739130435
2843,0.0061728395,4.3333333333
2844,0.0030864198,3.5
2846,0.0432098765,3.2666666667
2847,0.0061728395,3.6666666667
2848,0.0030864198,3.25
2851,0.0092592593,2.375
2852,0.0154320988,3.5
2856,0.0030864198,3.5
2857,0.1018518519,3.5
2858,0.6635802469,4.1574074074
2859,0.024691358,3.8888888889
2860,0.0154320988,3.4166666667
2861,0.0308641975,3.8181818182
2862,0.012345679,1.9
2863,0.0586419753,3.8
2864,0,4
2865,0,2
2866,0.012345679,3.3
2867,0.0339506173,2.75
2868,0.0092592593,2
2870,0.0216049383,3.75
2871,0.1388888889,3.6739130435
2872,0.1172839506,3.5256410256
2873,0,2
2874,0.0061728395,3.3333333333
2875,0.0216049383,3.1875
2876,0.0030864198,2.5
2877,0.0185185185,3.2857142857
2878,0,2
2879,0.0061728395,2.3333333333
2880,0.0030864198,2.25
2881,0.1049382716,3.0714285714
2882,0.012345679,3
2883,0.0308641975,3
2884,0,1.5
2885,0,3
2886,0.0030864198,3.5
2887,0,2
2888,0.012345679,2.6
2889,0.0339506173,3.5
2890,0.2283950617,3.6266666667
2891,0.0154320988,3.3333333333
2893,0.012345679,2.9
2894,0.0061728395,3
2896,0,3
2898,0.0030864198,3.5
2899,0.0030864198,3.75
2900,0.0154320988,2.9166666667
2901,0.0277777778,2.9
2902,0.0030864198,2.25
2903,0,1
2905,0.0185185185,4.4285714286
2906,0.0277777778,2.45
2907,0.0216049383,2.375
2908,0.0709876543,3.875
2912,0.0524691358,3.9166666667
2915,0.1080246914,3.4166666667
2916,0.3271604938,3.5654205608
2917,0.0586419753,4.05
2918,0.3919753086,3.9609375
2919,0.0432098765,3.5333333333
2920,0.012345679,3.8
2921,0.024691358,3.2222222222
2922,0.0216049383,4
2924,0.0308641975,3.8636363636
2925,0,4
2926,0.0462962963,3.6875
2927,0.0061728395,4
2928,0.0061728395,3.3333333333
2929,0.0185185185,3.5
2931,0,5
2932,0.0216049383,3.5625
2934,0,3
2935,0.0185185185,4
2936,0.0092592593,3.875
2937,0.0030864198,4
2938,0,4
2939,0.0061728395,3.6666666667
2940,0.0061728395,3.3333333333
2941,0.0339506173,4.125
2942,0.0524691358,2.9722222222
2943,0.012345679,4.2
2944,0.1327160494,3.7159090909
2945,0,2
2946,0.024691358,3.9444444444
2947,0.1759259259,3.7844827586
2948,0.1080246914,3.5972222222
2949,0.1296296296,3.6860465116
2950,0.0586419753,2.575
2951,0.1172839506,3.8461538462
2952,0.0216049383,3.0625
2953,0.1018518519,2.5735294118
2956,0.0154320988,3.5
2959,0.6358024691,4.1884057971
2961,0.0185185185,2.2142857143
2962,0.0061728395,3.6666666667
2964,0,5
2965,0.0092592593,1.75
2966,0.0339506173,4.0416666667
2967,0.0092592593,3.875
2968,0.1234567901,3.6341463415
2969,0.0154320988,3.5833333333
2970,0.0185185185,4
2971,0.037037037,3.5
2972,0.012345679,4.2
2973,0.0709876543,3.8958333333
2974,0.0092592593,1.5
2975,0.0030864198,2.5
2976,0.0555555556,3.6052631579
2977,0.0030864198,4
2978,0.0061728395,2.5
2979,0,1
2983,0.0154320988,3.6666666667
2984,0.0030864198,4.5
2985,0.2098765432,3.4057971015
2986,0.0648148148,2.3863636364
2987,0.3518518519,3.5695652174
2988,0.0092592593,3.125
2989,0.0771604938,3.2692307692
2990,0.0648148148,3.4545454546
2991,0.0771604938,3.5576923077
2992,0,2
2993,0.0740740741,3.68
2995,0.0277777778,2.4
2996,0.0061728395,3.3333333333
2997,0.3796296296,4.0161290323
3000,0.1574074074,4.3846153846
3003,0,4
3004,0.0092592593,2.5
3005,0.0802469136,3.4259259259
3006,0.1234567901,4
3007,0.024691358,3.8888888889
3008,0.0061728395,3
3010,0,1
3011,0.0216049383,3.75
3013,0,3
3015,0.0216049383,3
3016,0.049382716,3.5294117647
3017,0.0061728395,2.6666666667
3018,0.0185185185,3
3019,0.0648148148,3.5454545455
3020,0.1203703704,3.5375
3021,0,1.5
3022,0.0216049383,3.9375
3024,0.0216049383,1.875
3026,0,1
3028,0.0061728395,3.8333333333
3029,0.0092592593,2.75
3030,0.0432098765,4.0333333333
3031,0.0030864198,2
3032,0.0216049383,4.125
3033,0.1604938272,3.5094339623
3034,0.0586419753,3.5
3035,0.0524691358,4.0555555556
3036,0.0277777778,2.9
3037,0.0617283951,3.8333333333
3038,0.0030864198,4
3039,0.1574074074,3.625
3040,0.0185185185,2.7142857143
3041,0.0030864198,1
3042,0.0030864198,0.75
3043,0.0030864198,2
3044,0.0586419753,3.675
3045,0.012345679,3.3
3046,0,1
3047,0,3
3048,0.0030864198,1.75
3049,0,1
3051,0.012345679,3
3052,0.2067901235,3.5955882353
3053,0.0308641975,3.2727272727
3054,0.0092592593,1.375
3055,0.0061728395,3.3333333333
3056,0.0030864198,2
3058,0,1
3060,0.0802469136,3.6111111111
3061,0.012345679,3
3062,0.0432098765,3.5666666667
3063,0,3
3064,0.0030864198,2
3066,0.0432098765,3.4333333333
3067,0.0462962963,3.21875
3068,0.037037037,3.8076923077
3069,0,3
3070,0.0740740741,2.96
3071,0.049382716,3.5
3072,0.1203703704,3.775
3074,0.0185185185,3.6428571429
3075,0.0154320988,4.3333333333
3076,0,1
3077,0.0092592593,4.5
3078,0.0154320988,3.5833333333
3079,0.0154320988,4.0833333333
3081,0.1759259259,3.7068965517
3082,0.1358024691,3.4555555556
3083,0.0462962963,4.09375
3086,0.0030864198,2.5
3087,0.0771604938,3.5384615385
3088,0.0432098765,4.0666666667
3089,0.0462962963,4.21875
3090,0.0216049383,3.9375
3091,0.0277777778,3.75
3092,0,4
3093,0.037037037,3.9615384615
3094,0.0030864198,2.5
3095,0.0555555556,4.0789473684
3096,0,4
3097,0.012345679,3.9
3098,0.0617283951,3.7142857143
3099,0.0185185185,3.2857142857
3100,0.0956790123,3.5625
3101,0.1512345679,3.35
3102,0.0277777778,3.6
3103,0.0061728395,2.6666666667
3104,0.0555555556,3.9473684211
3105,0.0987654321,3.6363636364
3106,0,4
3107,0.0987654321,3.4242424242
3108,0.1234567901,3.6097560976
3109,0.0030864198,2
3110,0.0061728395,3.3333333333
3111,0.0308641975,3.5454545455
3112,0,3
3113,0.0987654321,2.5757575758
3114,0.3179012346,3.9134615385
3115,0.0185185185,2.8571428571
3117,0.0030864198,3.5
3120,0.0185185185,2.7142857143
3121,0.0030864198,3.75
3122,0.0061728395,3.1666666667
3125,0.0185185185,3.7142857143
3126,0,3
3127,0.0061728395,2.3333333333
3128,0,3
3129,0.0185185185,3.7857142857
3130,0.012345679,2.8
3134,0.0154320988,4
3135,0.0216049383,3.6875
3137,0,4
3139,0,4
3140,0,5
3141,0.0061728395,3.3333333333
3142,0.0216049383,3.9375
3143,0,3
3144,0.0061728395,3.6666666667
3145,0.0277777778,3.15
3146,0.037037037,2.8076923077
3147,0.3086419753,4.0247524753
3148,0.0740740741,3.8
3149,0.0030864198,2
3150,0,4
3152,0.0586419753,4.075
3153,0.0277777778,3.75
3155,0.0401234568,3.2142857143
3156,0.0617283951,3.3333333333
3157,0.0617283951,2.880952381
3158,0.0061728395,3.3333333333
3159,0.0586419753,3.6
3160,0.1172839506,3.6538461539
3162,0,3
3163,0.024691358,3.2777777778
3165,0.0061728395,2.3333333333
3166,0,1
3167,0.0030864198,3.5
3168,0.1018518519,3.8676470588
3169,0.024691358,3.5555555556
3171,0.0030864198,4.5
3173,0.0524691358,3
3174,0.0956790123,3.65625
3175,0.2222222222,3.7123287671
3176,0.1666666667,3.6636363636
3177,0.0030864198,4.25
3178,0.0462962963,3.875
3179,0.0216049383,3.375
3181,0.0185185185,3.0714285714
3182,0.0030864198,4
3183,0.0030864198,3.5
3185,0.0401234568,3.4642857143
3186,0.0524691358,3.4166666667
3188,0,3.5
3189,0.0339506173,3.5
3190,0.0154320988,2.75
3194,0.012345679,3.8
3196,0.0617283951,4
3197,0.0154320988,3.25
3198,0.0709876543,3.9166666667
3199,0.0030864198,4
3200,0.0154320988,3.75
3201,0.0432098765,3.8
3202,0,5
3203,0.0617283951,3.8095238095
3204,0.0154320988,3.5833333333
3206,0.0154320988,3.5833333333
3207,0,3.5
3208,0.0277777778,3.05
3210,0.1080246914,3.5555555556
3211,0,2
3213,0.0432098765,3.4333333333
3214,0.0030864198,4.25
3217,0.0061728395,4
3219,0.0401234568,3.6428571429
3221,0.0061728395,2.6666666667
3222,0.0030864198,4.5
3224,0.0061728395,4.6666666667
3225,0.0030864198,2.5
3229,0.0030864198,3.75
3230,0.0092592593,3.625
3232,0.0030864198,2.75
3235,0,3
3238,0.0092592593,2.125
3240,0,3.5
3243,0.037037037,2.2307692308
3244,0.024691358,3.7222222222
3245,0,1
3246,0.0709876543,3.5208333333
3247,0.1203703704,2.9
3248,0.024691358,2.9444444444
3249,0.0401234568,3.0357142857
3250,0.037037037,3.5384615385
3251,0.0216049383,3.375
3252,0.0987654321,3.6060606061
3253,0.1790123457,3.3220338983
3254,0.0802469136,2.5
3255,0.1543209877,3.5490196078
3256,0.1419753086,3.6063829787
3257,0.0925925926,2.8548387097
3258,0.0617283951,2.8095238095
3259,0.049382716,3.0882352941
3260,0.0524691358,3.75
3261,0.0308641975,3.5909090909
3262,0.0308641975,3.5
3263,0.0740740741,3.16
3264,0.0740740741,3.1
3265,0.037037037,4.3076923077
3266,0.0216049383,3.9375
3267,0.0648148148,3.6136363636
3268,0.0339506173,1.5416666667
3269,0.0524691358,2.8333333333
3270,0.012345679,3
3271,0.0401234568,3.8214285714
3272,0.0185185185,3.2857142857
3273,0.0925925926,2.5
3274,0.0401234568,3.3928571429
3275,0.1296296296,3.9651162791
3276,0.0030864198,2
3281,0,4
3282,0,4
3284,0.0061728395,3.6666666667
3285,0.0740740741,3.08
3286,0,2.5
3287,0,2
3289,0.012345679,4.4
3292,0,3
3296,0.0185185185,3.8571428571
3298,0.0679012346,3.5869565217
3300,0.1172839506,3.4358974359
3301,0.1049382716,3.1571428571
3302,0,4
3303,0,4
3304,0.0030864198,4
3307,0.0308641975,4
3308,0.0154320988,3.0833333333
3310,0.0154320988,3.6666666667
3311,0,4.5
3313,0,3
3316,0.037037037,2.3846153846
3317,0.0679012346,4
3318,0,3
3320,0.0030864198,3.5
3324,0,3
3325,0.0030864198,3.5
3326,0.012345679,3.1
3327,0.0030864198,3.25
3328,0.0617283951,3.6666666667
3329,0.0030864198,4.5
3330,0.012345679,4.6
3331,0,1
3333,0,4
3334,0.049382716,4
3338,0.0030864198,3.5
3339,0.0154320988,4
3340,0,5
3341,0.0030864198,4
3342,0.0154320988,4
3343,0.0030864198,1.25
3345,0,3
3347,0.0061728395,3.3333333333
3350,0.012345679,4.3
3354,0.0895061728,2.6333333333
3355,0.049382716,3.2647058824
3357,0.0092592593,4.25
3358,0.0308641975,3.4090909091
3359,0.0339506173,4.25
3360,0.0771604938,3.9615384615
3361,0.0956790123,3.796875
3362,0.0833333333,3.875
3363,0.1141975309,3.9342105263
3364,0.0216049383,4.1875
3365,0.0308641975,4.2272727273
3368,0,3.5
3370,0.0030864198,3
3371,0,3
3372,0,4
3373,0,3
3374,0,2
3375,0.0061728395,2.5
3377,0,3.5
3379,0.0061728395,3.5
3380,0,3
3384,0.0277777778,3.7
3385,0,3
3386,0.0895061728,3.6666666667
3387,0.0092592593,1.75
3388,0.0154320988,2.75
3390,0.0061728395,2
3391,0.0030864198,2
3392,0.0092592593,1.375
3393,0,1
3394,0.0154320988,3
3395,0.0061728395,2.6666666667
3396,0.1049382716,3.7857142857
3397,0.024691358,3.6111111111
3398,0.0339506173,3.5
3399,0,1
3400,0,4
3401,0.0154320988,2.4166666667
3402,0,3
3403,0.0030864198,2.5
3404,0.012345679,4.1
3405,0.0061728395,4.3333333333
3406,0.0030864198,4
3408,0.2283950617,3.7466666667
3409,0.0679012346,2.8043478261
3412,0.012345679,3.4
3413,0,2.5
3414,0.0030864198,3.5
3415,0.0061728395,4
3417,0.0030864198,3.5
3418,0.1604938272,3.4622641509
3420,0.0277777778,3.65
3421,0.1944444444,3.8984375
3422,0.012345679,3.4
3423,0.0030864198,2.5
3424,0.0956790123,3.796875
3425,0,3
3426,0.024691358,3.1666666667
3427,0.0092592593,2.75
3428,0,4
3429,0.037037037,4.4615384615
3430,0.012345679,3.6
3431,0.0061728395,2.3333333333
3432,0.0061728395,1.6666666667
3433,0,2
3434,0,2.5
3435,0.0709876543,4.0833333333
3436,0.0092592593,2.125
3437,0,1
3438,0.0586419753,3.025
3439,0.0216049383,2.3125
3440,0.0154320988,2.5
3441,0.0401234568,3.2142857143
3442,0,3.5
3443,0,2
3444,0.037037037,3.0769230769
3445,0.012345679,3
3446,0,2.5
3447,0,3
3448,0.1851851852,3.6885245902
3449,0,3
3450,0.0987654321,3.1515151515
3451,0.0524691358,3.75
3452,0.0802469136,2.8518518519
3453,0.0061728395,2.6666666667
3454,0.0030864198,3.25
3456,0.0030864198,4.25
3457,0.0061728395,2.5
3459,0.0030864198,2.5
3461,0.0462962963,3.71875
3462,0.0648148148,3.9545454546
3466,0.024691358,3.4444444444
3467,0.024691358,4.3333333333
3468,0.0617283951,4.2142857143
3469,0.0308641975,4.0454545455
3470,0.0030864198,4
3471,0.1851851852,4
3473,0,4
3474,0,3
3475,0.012345679,4.1
3476,0.0679012346,3.8913043478
3477,0.0432098765,2.8333333333
3478,0.0216049383,3.0625
3479,0.0586419753,3.6
3480,0.0154320988,3.4166666667
3481,0.2283950617,3.9866666667
3483,0.0216049383,3.25
3484,0.0308641975,2.7272727273
3487,0,3
3489,0.1388888889,3.1956521739
3490,0,1
3491,0,4
3492,0,3
3494,0.0401234568,3.75
3496,0.0030864198,3.5
3497,0.0030864198,3
3498,0.0462962963,3.34375
3499,0.1234567901,3.743902439
3500,0.0092592593,2.125
3501,0.012345679,3.8
3502,0.0061728395,3
3503,0.0339506173,3.3333333333
3504,0.0740740741,4.18
3505,0.0524691358,3.5555555556
3506,0.0061728395,3
3507,0.0401234568,3.6428571429
3508,0.0555555556,3.8684210526
3510,0.1172839506,3.5897435897
3512,0.0277777778,3.8
3513,0.0401234568,3.6071428571
3515,0.0092592593,3.125
3516,0.0061728395,3.1666666667
3518,0.0030864198,3
3519,0.0154320988,3
3520,0,3
3521,0.0277777778,3.5
3524,0.049382716,3.3235294118
3525,0.024691358,3.7222222222
3526,0.0802469136,3.6851851852
3527,0.2407407407,3.8860759494
3528,0.0308641975,3.0909090909
3529,0.0154320988,3.3333333333
3531,0,3
3534,0.0617283951,3.2857142857
3535,0.1203703704,3.7625
3536,0.0771604938,3.5384615385
3537,0.0030864198,3
3538,0.0216049383,3.4375
3539,0.0061728395,3.8333333333
3540,0,2
3543,0.0524691358,3.7222222222
3545,0.0524691358,4.25
3546,0.0092592593,3.875
3547,0.0061728395,2.8333333333
3548,0.0216049383,3.625
3549,0.0401234568,4.0357142857
3550,0.012345679,2.5
3551,0.0555555556,4.1052631579
3552,0.1358024691,3.8333333333
3553,0.0030864198,2.5
3554,0.0061728395,3.6666666667
3555,0.1080246914,3.3888888889
3556,0.0555555556,3.3947368421
3557,0.0061728395,3
3559,0,5
3564,0.0216049383,1.3125
3565,0.012345679,3.3
