movieId,title,genresV
3724,coming home,0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
3726,assault on precinct,0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0
3727,near dark,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
3728,one false move,0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|1|0
3729,shaft,0|0|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0|1|0
3730,conversation the,1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3731,cutter s way,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
3732,fury the,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3733,paper chase the,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3734,prince of the,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3735,serpico,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
3736,ace in the,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3737,lonely are the,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1
3738,sugarland express the,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3739,trouble in paradise,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3740,big trouble in,0|0|0|0|0|0|0|0|1|0|0|0|1|1|0|1|0|0|0|0
3741,badlands,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0
3742,battleship potemkin,0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
3743,boys and girls,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3744,shaft,0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|1|0
3745,titan a e,0|0|0|1|0|0|0|0|0|0|1|0|1|1|0|0|0|1|0|0
3747,jesus son,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3751,chicken run,0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|1|0|0
3752,me myself irene,0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0
3753,patriot the,0|0|0|0|0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0
3754,adventures of rocky,0|0|0|0|0|0|0|0|1|0|1|0|1|0|0|1|0|1|0|0
3755,perfect storm the,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
3756,golden bowl the,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3758,communion,0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
3759,fun and fancy,0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|1|0|0
3760,kentucky fried movie,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3761,bound by honor,0|0|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0|1|0
3763,f x,0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|1|0
3764,f x a,0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|1|0
3765,hot spot the,0|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
3766,missing in action,0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0
3767,missing in action,0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0
3768,braddock missing in,0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0
3769,thunderbolt and lightfoot,0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
3770,dreamscape,0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
3771,the golden voyage,0|0|0|0|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|0
3773,house party,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3774,house party,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
3775,make mine music,0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|1|0|0
3776,melody time,0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|1|0|0
3780,rocketship x m,0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3781,shaft in africa,0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0
3783,croupier,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
3784,kid the,0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0
3785,scary movie,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3786,but i m,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3787,shower xizao,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3788,blow up blowup,1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3789,pawnbroker the,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3790,groove,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3791,footloose,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3792,duel in the,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
3793,x men,0|0|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0
3796,wisdom of crocodiles,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
3797,in crowd the,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
3798,what lies beneath,1|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3799,pok mon the,0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0
3801,anatomy of a,1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3802,freejack,0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
3804,h o t,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3806,mackenna s gold,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
3807,sinbad and the,0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0
3808,two women ciociara,0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
3809,what about bob,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3810,white sands,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
3811,breaker morant,0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
3812,everything you always,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3813,interiors,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3814,love and death,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3816,official story the,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3819,tampopo,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3820,thomas and the,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
3821,nutty professor ii,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3822,girl on the,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3823,wonderland,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3824,autumn in new,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3825,coyote ugly,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
3826,hollow man,0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
3827,space cowboys,0|0|0|1|0|0|0|0|0|0|0|0|1|1|0|1|0|0|0|0
3830,psycho beach party,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0
3831,saving grace,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3833,brain that wouldn,0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3834,bronco billy,0|1|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0
3835,crush the,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
3836,kelly s heroes,0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|1|0|0|0|0
3837,phantasm ii,0|0|0|1|1|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0
3838,phantasm iii lord,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3839,phantasm iv oblivion,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3840,pumpkinhead,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3841,air america,0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0
3843,sleepaway camp,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3844,steel magnolias,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3845,and god created,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3847,ilsa she wolf,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3848,silent fall,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
3849,spiral staircase the,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
3850,whatever happened to,0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0
3851,i m the,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3852,tao of steve,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3855,affair of love,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3857,bless the child,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
3858,cecil b demented,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3859,eyes of tammy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
3861,replacements the,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3863,cell the,0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
3864,godzilla gojira ni,0|0|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0
3865,original kings of,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0
3868,naked gun from,0|1|0|0|0|0|1|0|0|0|0|0|0|1|0|1|0|0|0|0
3869,naked gun the,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3870,our town,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3871,shane,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1
3872,suddenly last summer,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3873,cat ballou,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1
3877,supergirl,0|0|0|0|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|0
3878,x the unknown,0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3879,art of war,0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0
3882,bring it on,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3888,skipped parts,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3889,highlander endgame highlander,0|0|0|0|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|0
3890,back stage,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
3892,anatomy anatomie,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3893,nurse betty,0|1|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|0|1|0
3894,solas,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3895,watcher the,0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0
3896,way of the,0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0
3897,almost famous,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3898,bait,0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0
3901,duets,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
3902,goya in bordeaux,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3903,urbania,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3905,specials the,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3906,under suspicion,0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0
3908,urban legends final,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3909,woman on top,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3910,dancer in the,0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0
3911,best in show,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3913,barenaked in america,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
3914,broken hearts club,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3915,girlfight,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3916,remember the titans,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3917,hellraiser,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3918,hellbound hellraiser ii,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3919,hellraiser iii hell,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3923,return of the,0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3925,stranger than paradise,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
3926,voyage to the,0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
3927,fantastic voyage,0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
3928,abbott and costello,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3929,bank dick the,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3930,creature from the,0|0|0|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
3932,invisible man the,0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3936,phantom of the,0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0
3937,runaway,0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
3938,slumber party massacre,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3941,sorority house massacre,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3943,bamboozled,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3944,bootmen,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
3945,digimon the movie,0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|1|0|0
3946,get carter,0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|1|0
3947,get carter,0|0|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0|1|0
3948,meet the parents,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3949,requiem for a,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3950,tigerland,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3952,contender the,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
3953,dr t and,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3955,ladies man the,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3956,lost souls,0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
3957,billy jack,0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
3958,billy jack goes,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3959,time machine the,0|0|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0
3960,haunted,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
3961,ghoulies,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3962,ghoulies ii,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3963,unsinkable molly brown,0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
3964,adventures of ichabod,0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0
3965,strange love of,0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3966,detour,0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0
3967,billy elliot,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3968,bedazzled,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3969,pay it forward,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3970,beyond the e,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3972,legend of drunken,0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0
3973,book of shadows,1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0
3975,lucky numbers,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
3977,charlie s angels,0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0
3978,legend of bagger,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3979,little nicky,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
3980,men of honor,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3981,red planet,0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0
3982,what s cooking,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3983,you can count,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3984,diamonds are forever,0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|1|0
3985,eagle has landed,0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
3986,th day the,0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0
3987,bounce,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3988,how the grinch,0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|1|0|0
3989,one day in,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
3990,rugrats in paris,0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|1|0|0
3991,dalmatians,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0
3992,mal na,0|1|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
3993,quills,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3994,unbreakable,0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3996,crouching tiger hidden,0|1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
3997,dungeons dragons,0|0|0|0|0|0|0|0|1|0|0|0|1|1|0|1|0|0|0|0
3998,proof of life,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
3999,vertical limit,0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0
4000,bounty the,0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0
4002,planes trains automobiles,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
4003,she s having,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
4005,living daylights the,0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|1|0
4006,transformers the movie,0|0|0|1|0|0|0|0|0|0|1|0|1|0|0|0|0|1|0|0
4007,wall street,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
4008,born on the,0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
4009,talk radio,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
4010,brewster s millions,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
4011,snatch,0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|1|0
4012,punchline,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
4014,chocolat,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
4015,dude where s,0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
4016,emperor s new,0|0|0|0|0|0|0|0|1|0|1|0|1|0|0|1|0|1|0|0
4017,pollock,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
4018,what women want,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
4019,finding forrester,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
4020,gift the,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
4021,before night falls,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
4022,cast away,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
4023,family man the,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
4024,house of mirth,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
4025,miss congeniality,0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0
4027,o brother where,0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|0|0|0|0
4028,songcatcher,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
4029,state and main,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
4030,dracula,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
4031,all the pretty,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1
4032,everlasting piece an,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
4033,thirteen days,0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|1|0
4034,traffic,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0
4035,claim the,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
4036,shadow of the,0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
4037,house of games,1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|1|0
4038,kill me again,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0
4039,annie,0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0
4040,don t tell,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
4041,officer and a,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
4042,alamo the,0|0|0|0|0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|1
4043,at close range,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
4045,breakheart pass,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
4046,friendly persuasion,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
4047,gettysburg,0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
4052,antitrust,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0
4053,double take,0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0
4054,save the last,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
4055,panic,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
4056,pledge the,1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0
4057,kids world,0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|1|0|0
4061,the man in,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
4062,mystic pizza,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
4063,prelude to a,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
4064,coffy,0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|1|0
4065,foxy brown,0|0|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0|0|0
4066,i m gonna,0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0
4067,untamed heart,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
4068,sugar spice,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
4069,wedding planner the,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
4077,with a friend,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
4078,amazing grace and,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
4079,amazon women on,0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
4080,baby boom,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
4081,back to the,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
4082,barfly,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
4084,beverly hills cop,0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|1|0|0|1|0
4085,beverly hills cop,0|0|0|0|0|0|1|1|0|0|0|0|0|1|0|1|0|0|0|0
4086,big easy the,1|1|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|1|0
4090,brave little toaster,0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0
4091,can t buy,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
4092,cherry,0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
4093,cop,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
4095,cry freedom,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
4096,curse the a,0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
4097,dead of winter,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
4098,dead the,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
4100,disorderlies,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
