movieId,imdbId,title,genres,genresV
2505,134273,8MM (1999),Drama|Mystery|Thriller,1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
2506,123209,"Other Sister, The (1999)",Comedy|Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
2507,120618,Breakfast of Champions (1999),Comedy|Sci-Fi,0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
2511,70334,"Long Goodbye, The (1973)",Crime|Film-Noir,0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0
2513,98084,Pet Sematary (1989),Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2514,105128,Pet Sematary II (1992),Comedy|Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
2515,106557,Children of the Corn II: The Final Sacrifice (1993),Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2516,109415,Children of the Corn III (1994),Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2517,85333,Christine (1983),Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2518,84412,Night Shift (1982),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
2519,51744,House on Haunted Hill (1959),Drama|Horror|Thriller,0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
2520,65377,Airport (1970),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
2521,71110,Airport 1975 (1974),Action|Drama|Thriller,0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|1|0
2522,75648,Airport '77 (1977),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
2524,72308,"Towering Inferno, The (1974)",Action|Adventure|Drama|Thriller,0|0|0|0|0|0|0|1|0|0|0|0|1|1|0|0|0|0|1|0
2525,80354,Alligator (1980),Action|Horror|Sci-Fi,0|0|0|1|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
2527,70909,Westworld (1973),Action|Sci-Fi|Thriller|Western,0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|1
2528,74812,Logan's Run (1976),Action|Adventure|Sci-Fi,0|0|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0
2529,63442,Planet of the Apes (1968),Action|Drama|Sci-Fi,0|0|0|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
2530,65462,Beneath the Planet of the Apes (1970),Action|Sci-Fi,0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
2531,69768,Battle for the Planet of the Apes (1973),Action|Sci-Fi,0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
2532,68408,Conquest of the Planet of the Apes (1972),Action|Sci-Fi,0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
2533,67065,Escape from the Planet of the Apes (1971),Action|Sci-Fi,0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
2534,77189,Avalanche (1978),Action,0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
2535,71455,Earthquake (1974),Action|Drama|Thriller,0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|1|0
2536,78740,"Concorde: Airport '79, The (1979)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
2537,78856,Beyond the Poseidon Adventure (1979),Adventure,0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
2539,122933,Analyze This (1999),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
2540,142192,"Corruptor, The (1999)",Action|Crime|Drama|Thriller,0|0|0|0|0|0|1|1|0|0|0|0|0|1|0|0|0|0|1|0
2541,139134,Cruel Intentions (1999),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
2542,120735,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|1|0
2544,157208,"School of Flesh, The (École de la chair, L') (1998)",Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
2545,159696,Relax... It's Just Sex (1998),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
2546,120646,"Deep End of the Ocean, The (1999)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
2548,144814,"Rage: Carrie 2, The (1999)",Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2549,131646,Wing Commander (1999),Action|Sci-Fi,0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
2550,57129,"Haunting, The (1963)",Horror|Thriller,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
2551,94964,Dead Ringers (1988),Drama|Horror|Thriller,0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
2552,107626,My Boyfriend's Back (1993),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
2553,54443,Village of the Damned (1960),Horror|Sci-Fi|Thriller,0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
2554,56931,Children of the Damned (1963),Horror|Sci-Fi|Thriller,0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
2555,118665,Baby Geniuses (1999),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
2558,141098,Forces of Nature (1999),Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
2559,160429,"King and I, The (1999)",Animation|Children,0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0
2560,129332,Ravenous (1999),Horror|Thriller,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
2561,139668,True Crime (1999),Crime|Thriller,0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0
2562,118682,Bandits (1997),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
2563,118892,Dangerous Beauty (1998),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
2565,49408,"King and I, The (1956)",Drama|Musical|Romance,0|1|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0
2567,131369,EDtv (1999),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
2568,120757,"Mod Squad, The (1999)",Action|Crime,0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0
2569,122906,Among Giants (1998),Comedy|Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
2570,120613,"Walk on the Moon, A (1999)",Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
2571,133093,"Matrix, The (1999)",Action|Sci-Fi|Thriller,0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0
2572,147800,10 Things I Hate About You (1999),Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
2573,120274,Tango (1998),Drama|Musical,0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0
2574,129280,"Out-of-Towners, The (1999)",Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
2575,120449,"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
2577,119665,Metroland (1997),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
2579,154506,Following (1998),Crime|Mystery|Thriller,1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0
2580,139239,Go (1999),Comedy|Crime,0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0
2581,151738,Never Been Kissed (1999),Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
2582,105399,Twin Dragons (Shuang long hui) (1992),Action|Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0
2583,126250,Cookie's Fortune (1999),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
2585,133363,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
2586,119219,Goodbye Lover (1999),Comedy|Crime|Thriller,0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|1|0
2587,123964,Life (1999),Comedy|Crime|Drama,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|0|0|0
2589,143261,Friends & Lovers (1999),Comedy|Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
2590,136244,Hideous Kinky (1998),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
2593,110570,"Monster, The (Mostro, Il) (1994)",Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
2594,125659,Open Your Eyes (Abre los ojos) (1997),Drama|Romance|Sci-Fi|Thriller,0|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
2596,133189,SLC Punk! (1998),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
2597,120836,Lost & Found (1999),Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
2598,120797,Pushing Tin (1999),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
2599,126886,Election (1999),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
2600,120907,eXistenZ (1999),Action|Sci-Fi|Thriller,0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0
2605,137494,Entrapment (1999),Crime|Thriller,0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0
2606,138510,Idle Hands (1999),Comedy|Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
2607,162973,Get Real (1998),Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
2609,115669,"King of Masks, The (Bian Lian) (1996)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
2610,138874,Three Seasons (1999),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
2611,155388,"Winslow Boy, The (1999)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
2612,37913,Mildred Pierce (1945),Drama|Film-Noir,0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0
2613,87799,Night of the Comet (1984),Comedy|Horror|Sci-Fi,0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
2614,90837,Chopping Mall (a.k.a. Killbots) (1986),Action|Horror|Sci-Fi,0|0|0|1|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
2615,89652,My Science Project (1985),Adventure|Sci-Fi,0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
2616,99422,Dick Tracy (1990),Action|Crime,0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0
2617,120616,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller,0|0|0|0|1|0|0|0|1|0|0|0|1|1|0|1|0|0|1|0
2618,118826,"Castle, The (1997)",Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
2620,120865,This Is My Father (1998),Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
2621,115005,Xiu Xiu: The Sent-Down Girl (Tian yu) (1998),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
2622,140379,William Shakespeare's A Midsummer Night's Dream (1999),Comedy|Fantasy,0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0
2624,165078,After Life (Wandafuru raifu) (1998),Drama|Fantasy,0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
2625,115693,Black Mask (Hak hap) (1996),Action|Adventure|Crime|Sci-Fi|Thriller,0|0|0|1|0|0|1|0|0|0|0|0|1|1|0|0|0|0|1|0
2626,138414,Edge of Seventeen (1998),Comedy|Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
2628,120915,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi,0|0|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0
2629,166252,"Love Letter, The (1999)",Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
2633,23245,"Mummy, The (1932)",Horror|Romance,0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2634,53085,"Mummy, The (1959)",Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2635,37098,"Mummy's Curse, The (1944)",Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2636,37099,"Mummy's Ghost, The (1944)",Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2637,32818,"Mummy's Hand, The (1940)",Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2638,35096,"Mummy's Tomb, The (1942)",Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2639,82766,Mommie Dearest (1981),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
2640,78346,Superman (1978),Action|Adventure|Sci-Fi,0|0|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0
2641,81573,Superman II (1980),Action|Sci-Fi,0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
2642,86393,Superman III (1983),Action|Adventure|Sci-Fi,0|0|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0
2643,94074,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi,0|0|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0
2644,21814,Dracula (1931),Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2647,36931,House of Frankenstein (1944),Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2648,21884,Frankenstein (1931),Drama|Horror|Sci-Fi,0|0|0|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
2649,31951,Son of Frankenstein (1939),Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2650,34786,"Ghost of Frankenstein, The (1942)",Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2651,35899,Frankenstein Meets the Wolf Man (1943),Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2652,50280,"Curse of Frankenstein, The (1957)",Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2654,34398,"Wolf Man, The (1941)",Drama|Fantasy|Horror,0|0|0|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
2655,89308,Howling II: Your Sister Is a Werewolf (1985),Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2656,48696,Tarantula (1955),Horror|Sci-Fi,0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2657,73629,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,0|0|0|1|1|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0
2659,84156,It Came from Hollywood (1982),Comedy|Documentary,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0
2660,44121,"Thing from Another World, The (1951)",Horror|Sci-Fi,0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2661,45920,It Came from Outer Space (1953),Sci-Fi,0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2662,46534,"War of the Worlds, The (1953)",Action|Drama|Sci-Fi,0|0|0|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0
2663,48215,It Came from Beneath the Sea (1955),Sci-Fi,0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2664,49366,Invasion of the Body Snatchers (1956),Horror|Sci-Fi|Thriller,0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
2665,49169,Earth vs. the Flying Saucers (1956),Sci-Fi,0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2666,49370,It Conquered the World (1956),Sci-Fi,0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2667,49516,"Mole People, The (1956)",Horror|Sci-Fi,0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2668,84745,Swamp Thing (1982),Horror|Sci-Fi,0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2669,53183,Pork Chop Hill (1959),War,0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
2670,52151,Run Silent Run Deep (1958),War,0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
2671,125439,Notting Hill (1999),Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
2672,139809,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller,0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
2673,156794,Eternity and a Day (Mia aoniotita kai mia mera) (1998),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
2674,126859,"Loss of Sexual Innocence, The (1999)",Drama|Fantasy,0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0
2676,128278,Instinct (1999),Drama|Thriller,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
2677,186508,Buena Vista Social Club (1999),Documentary|Musical,0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0
2678,126261,Desert Blue (1998),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
2681,141105,Free Enterprise (1998),Comedy|Romance|Sci-Fi,0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
2682,164085,Limbo (1999),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
2683,145660,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy,0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|1|0|0|0|0
2686,120802,"Red Violin, The (Violon rouge, Le) (1998)",Drama|Mystery,1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
2687,120855,Tarzan (1999),Adventure|Animation|Children|Drama,0|0|0|0|0|0|0|1|0|0|1|0|1|0|0|0|0|1|0|0
2688,144214,"General's Daughter, The (1999)",Crime|Drama|Mystery|Thriller,1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0
2689,184510,Get Bruce (1999),Documentary,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
2690,122541,"Ideal Husband, An (1999)",Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
2691,120731,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
2692,130827,Run Lola Run (Lola rennt) (1998),Action|Crime,0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0
2693,120370,Trekkies (1997),Documentary,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
2694,142342,Big Daddy (1999),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
2695,139898,"Boys, The (1998)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
2696,119038,"Dinner Game, The (Dîner de cons, Le) (1998)",Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
2697,119743,My Son the Fanatic (1997),Comedy|Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
2698,120554,Zone 39 (1997),Sci-Fi,0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2699,99052,Arachnophobia (1990),Comedy|Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
2700,158983,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical,0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|1|0|0|0|0
2701,120891,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western,0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|1
2702,162677,Summer of Sam (1999),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
2703,149964,Broken Vessels (1998),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
2706,163651,American Pie (1999),Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
2707,137363,Arlington Road (1999),Thriller,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
2708,137439,"Autumn Tale, An (Conte d'automne) (1998)",Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2709,158811,Muppets From Space (1999),Children|Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0
2710,185937,"Blair Witch Project, The (1999)",Drama|Horror|Thriller,0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
2711,120899,My Life So Far (1999),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
2712,120663,Eyes Wide Shut (1999),Drama|Mystery|Thriller,1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
2713,139414,Lake Placid (1999),Horror|Thriller,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
2715,120878,"Velocity of Gary, The (1998)",Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
2716,87332,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi,0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0
2717,97428,Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi,0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0
2718,157503,Drop Dead Gorgeous (1999),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
2719,171363,"Haunting, The (1999)",Horror|Thriller,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
2720,141369,Inspector Gadget (1999),Action|Adventure|Children|Comedy,0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|1|0|1|0|0
2721,162710,Trick (1999),Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
2722,149261,Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller,0|0|0|1|1|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0
2723,132347,Mystery Men (1999),Action|Comedy|Fantasy,0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|1|0|0|0|0
2724,163187,Runaway Bride (1999),Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
2725,162830,Twin Falls Idaho (1999),Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
2726,49406,"Killing, The (1956)",Crime|Film-Noir,0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0
2727,48254,Killer's Kiss (1955),Crime|Film-Noir,0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0
2728,54331,Spartacus (1960),Action|Drama|Romance|War,0|1|0|0|0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0
2729,56193,Lolita (1962),Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
2730,72684,Barry Lyndon (1975),Drama|Romance|War,0|1|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0
2731,53198,"400 Blows, The (Les quatre cents coups) (1959)",Crime|Drama,0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
2732,55032,Jules and Jim (Jules et Jim) (1961),Drama|Romance,0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
2733,96378,Vibes (1988),Adventure|Comedy|Romance,0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0
2734,91557,"Mosquito Coast, The (1986)",Adventure|Drama|Thriller,0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|1|0
2735,91129,"Golden Child, The (1986)",Action|Adventure|Comedy|Fantasy|Mystery,1|0|0|0|0|0|0|0|1|0|0|0|1|1|0|1|0|0|0|0
2736,90774,Brighton Beach Memoirs (1986),Comedy,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
2737,92585,Assassination (1987),Action|Drama|Thriller,0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|1|0
2738,90886,Crimes of the Heart (1986),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
2739,88939,"Color Purple, The (1985)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
2741,91637,No Mercy (1986),Action|Crime|Thriller,0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|1|0
2745,91530,"Mission, The (1986)",Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
2746,91419,Little Shop of Horrors (1986),Comedy|Horror|Musical,0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0
2747,54033,"Little Shop of Horrors, The (1960)",Comedy|Horror,0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
2748,92534,Allan Quatermain and the Lost City of Gold (1987),Action|Adventure|Comedy,0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|1|0|0|0|0
2749,91554,"Morning After, The (1986)",Drama|Mystery,1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
2750,93818,Radio Days (1987),Comedy|Drama,0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
2752,93690,Outrageous Fortune (1987),Comedy|Mystery,1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
2753,92627,"Bedroom Window, The (1987)",Thriller,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
